account_external_ref,external_id,client_id,total_income,total_spend,total_txn_count,gambling_spend,gambling_txn_count,gambling_days,gambling_pct_of_income,gambling_txn_pct,gambling_pct_of_spend,gambling_day_bucket,risk_score,risk_bucket,risk_reason
Y94ixmYWI0Ji-bFcNQrYJj5bo69YKcnUOl_uEWfo,Y94ixmYWI0Ji-bFcNQrYJj5bo69YKcnUOl_uEWfo,47b74c0c-fc5f-4170-a728-ab71d485857e,4524.16,-4554.22,136,-1471.0,78,23,32.51,0.5735,0.32,"[20, 25)",3,🟠 High,"Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
117298383,117298383,87c688fa-431c-43be-a478-7c546faa5cf1,766.15,-766.33,7,-660.33,4,3,86.19,0.5714,0.86,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
4f85949c-71f7-49c1-83e6-984d13ea9b89,4f85949c-71f7-49c1-83e6-984d13ea9b89,e29a166e-e2a0-4ce7-b55a-5de631ff4f10,5755.72,-5633.09,142,-1725.0,81,40,29.97,0.5704,0.31,"[40, 45)",3,🟠 High,"Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
acc_0000AYYR2Lfvwu3MIVrORF,acc_0000AYYR2Lfvwu3MIVrORF,5a81d4eb-5e15-443c-aed1-cb7c04903409,12110.83,-14276.27,195,-10892.0,111,28,89.94,0.5692,0.76,"[25, 30)",3,🟠 High,"Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
10000000000018664627,10000000000018664627,7533970c-34c3-438f-b1a0-8069f9e4239f,5678.06,-6355.92,296,-1797.4,168,16,31.66,0.5676,0.28,"[15, 20)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
iPjzws2pbxuKxdOf4NZsa342DIzpS3rD-mkgb2Y8,iPjzws2pbxuKxdOf4NZsa342DIzpS3rD-mkgb2Y8,0b3518f7-6b73-45c9-9b41-51cd58314ed1,1864.25,-1595.5,83,-585.0,47,2,31.38,0.5663,0.37,"[0, 5)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
4d5220f6-1bd0-4d0d-82a1-c62e6c0579a0,4d5220f6-1bd0-4d0d-82a1-c62e6c0579a0,30a549c6-787e-4f96-92c3-981d891f79cc,9589.71,-9601.74,615,-3831.8,348,21,39.96,0.5659000000000001,0.4,"[20, 25)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
wDXu08auRwd-NVxZgQUxgA,wDXu08auRwd-NVxZgQUxgA,10bd39de-7633-40b8-a637-2014bc030551,14037.22,-14033.01,515,-8806.0,291,12,62.73,0.565,0.63,"[10, 15)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
23d3826f-a7a2-340e-b9d7-d51bcea2ff3c,23d3826f-a7a2-340e-b9d7-d51bcea2ff3c,f8d2f778-ca29-471c-a728-9b3015c5c612,5084.01,-6720.63,280,-3780.0,158,10,74.35,0.5643,0.56,"[10, 15)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
LknBOtO216QG-_1pfW6rMufwYPKNsZtlBQg_BdXyXjk,LknBOtO216QG-_1pfW6rMufwYPKNsZtlBQg_BdXyXjk,d4e6d785-656e-46be-90f9-3da69c084604,2983.9,-4428.5,218,-2175.0,123,27,72.89,0.5642,0.49,"[25, 30)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
10000000000026643569,10000000000026643569,2acb8f25-3e27-4038-b6c4-9aadb928c70d,717.15,-2628.44,197,-576.0,111,12,80.32,0.5635,0.22,"[10, 15)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
TYqJTwEgaECTw_bbupDh-kxBLq75qt_m0wVL_fXp,TYqJTwEgaECTw_bbupDh-kxBLq75qt_m0wVL_fXp,de57ec3b-237f-45d7-82c0-a3087828bde4,121.84,-111.04,16,-87.25,9,1,71.61,0.5625,0.79,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
TYqJTwEgaECTw_bbupDh-kxBLq75qt_m0wVL_fXp,TYqJTwEgaECTw_bbupDh-kxBLq75qt_m0wVL_fXp,b485b274-e496-427d-b510-7396f399f840,121.84,-111.04,16,-87.25,9,1,71.61,0.5625,0.79,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
TYqJTwEgaECTw_bbupDh-kxBLq75qt_m0wVL_fXp,TYqJTwEgaECTw_bbupDh-kxBLq75qt_m0wVL_fXp,e1659ce3-0fb6-41c9-bbf3-d3e60340d14e,243.68,-222.08,32,-174.5,18,1,71.61,0.5625,0.79,"[0, 5)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
e3ace648-8ee9-4fe6-a68e-65f5db5a8205,e3ace648-8ee9-4fe6-a68e-65f5db5a8205,c6fe3184-b08d-4953-9258-ab647195f5ad,13618.5,-13618.04,299,-8611.2,168,21,63.23,0.5619,0.63,"[20, 25)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
acc_0000AkUY5VjVUOKsoCVEmZ,acc_0000AkUY5VjVUOKsoCVEmZ,15e0efb6-bafa-41ee-8ab8-d3ed3917cf7d,2550.58,-2546.01,114,-2055.0,64,9,80.57,0.5614,0.81,"[5, 10)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
218df6f8-1a8a-3aae-8661-7944a68f2fe4,218df6f8-1a8a-3aae-8661-7944a68f2fe4,b109a1bd-7b65-4da8-8a63-d946a59ef38f,30540.99,-31073.84,570,-16231.0,320,24,53.14,0.5614,0.52,"[20, 25)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
B49EFAAB0BC65D12C426D3DAF66287DC,B49EFAAB0BC65D12C426D3DAF66287DC,4e8bb9ce-1cfe-44f5-b1ae-7db5de4c8ac1,1549.06,-2287.52,141,-1062.31,79,4,68.58,0.5603,0.46,"[0, 5)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
e2573d05-95c5-4f7b-8933-ce9021653b5d,e2573d05-95c5-4f7b-8933-ce9021653b5d,6292215f-1966-4dc7-be60-6bbe707422e6,10216.17,-10036.08,676,-5790.0,378,30,56.67,0.5592,0.58,"[30, 35)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
10000000000019802079,10000000000019802079,12bb5ade-3e2b-4656-9453-feb1afe78074,3399.15,-3788.11,127,-1578.0,71,15,46.42,0.5590999999999999,0.42,"[15, 20)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
ef9e4784-7063-3552-a77b-5f2f45227288,ef9e4784-7063-3552-a77b-5f2f45227288,03fbe790-6b3a-4eba-9bb4-f22b1e6df090,9103.16,-9216.34,385,-4025.25,215,12,44.22,0.5584,0.44,"[10, 15)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
52bf8284-aa82-46d7-af55-9464255b05e7,52bf8284-aa82-46d7-af55-9464255b05e7,A5E8C5E1-E222-404B-9D70-2C9A58891B61,4642.24,-4658.76,95,-335.0,53,6,7.22,0.5579,0.07,"[5, 10)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
10000000000025937012,10000000000025937012,fb555013-ad65-44cc-830d-eae33b229360,609.0,-570.5,70,-355.5,39,7,58.37,0.5571,0.62,"[5, 10)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
YaWtaP__CpXu4AtwL2RG4g,YaWtaP__CpXu4AtwL2RG4g,36786ae5-4be0-4a19-90e7-c35d3324a33b,5.44,-25.0,9,-25.0,5,1,459.56,0.5556,1.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
71252dc6-8397-30e9-bee4-ff921ab310e8,71252dc6-8397-30e9-bee4-ff921ab310e8,9b81cf83-533e-420d-a3f1-8924b1ea9844,1965.83,-1881.21,45,-266.1,25,12,13.54,0.5556,0.14,"[10, 15)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
acc_0000Ab0S4SUvBgah8ZOY1B,acc_0000Ab0S4SUvBgah8ZOY1B,826b0c2b-f8b5-4a1d-9b0f-f288c4d76251,2653.0,-3049.17,348,-1086.54,193,19,40.96,0.5546,0.36,"[15, 20)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
CDD6BF403CEB3F7C4260F6B1C444C6ED,CDD6BF403CEB3F7C4260F6B1C444C6ED,c4b5ff49-89ae-43e3-a29c-ec4acd9973e9,138.5,-132.43,20,-90.0,11,4,64.98,0.55,0.68,"[0, 5)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
5803c130-eb33-412b-b312-6cac27524687,5803c130-eb33-412b-b312-6cac27524687,9d8a949b-6530-48e5-8d67-580b6059ebbe,1466.16,-1945.1,111,-1455.0,61,7,99.24,0.5495,0.75,"[5, 10)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
10000000000026619144,10000000000026619144,64EE9242-0443-49A7-9382-52188E9F7F1E,12292.78,-12369.48,159,-950.0,87,15,7.73,0.5472,0.08,"[15, 20)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
CZyph3GC8oxMHMeCmSXisQ,CZyph3GC8oxMHMeCmSXisQ,31296435-3348-4d26-b8cd-df77e57961d6,6860.45,-7404.81,139,-4728.0,76,6,68.92,0.5468,0.64,"[5, 10)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
fec48781-d98d-3ecd-81ab-bb5727ec5303,fec48781-d98d-3ecd-81ab-bb5727ec5303,F71EB6FF-10C4-495B-820C-6D9715D32D60,25539.38,-26645.92,398,-17170.0,216,23,67.23,0.5427000000000001,0.64,"[20, 25)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
fec48781-d98d-3ecd-81ab-bb5727ec5303,fec48781-d98d-3ecd-81ab-bb5727ec5303,c39f7370-9fcf-4dd6-9873-5d9192bf4315,25539.38,-26645.92,398,-17170.0,216,23,67.23,0.5427000000000001,0.64,"[20, 25)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
10000000000026506373,10000000000026506373,05bb92c0-51a9-4931-81e6-c69371d4372c,808.0,-808.85,59,-401.4,32,2,49.68,0.5424,0.5,"[0, 5)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
10000000000026402413,10000000000026402413,06F1C0B4-C5B8-4CF1-9F54-6112C0EBEF7F,2140.0,-4482.16,148,-2450.0,80,1,114.49,0.5405,0.55,"[0, 5)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
979f3776-e022-4856-b09f-a0fd2963e86f,979f3776-e022-4856-b09f-a0fd2963e86f,69163830-78a9-4273-9093-6bf5d571955b,7305.17,-7509.47,359,-3208.36,194,18,43.92,0.5404,0.43,"[15, 20)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
v-rji2AZbFptVhBri-xb1lZU9BJxUnLKFzPBXp_W,v-rji2AZbFptVhBri-xb1lZU9BJxUnLKFzPBXp_W,D5B382E3-81F2-45A1-B4D4-47F5BB11F873,608.0,-720.0,26,-260.0,14,4,42.76,0.5385,0.36,"[0, 5)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
70398EA3A2E09F0AA2978EC1DD3EA0EF,70398EA3A2E09F0AA2978EC1DD3EA0EF,5d3c6786-9ebb-4421-a6e6-054f67cacdb8,6201.25,-6200.57,249,-1460.0,134,4,23.54,0.5382,0.24,"[0, 5)",3,🟠 High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions"
34d39bc3-b4f9-48d3-b9ce-40ce5b5e066b,34d39bc3-b4f9-48d3-b9ce-40ce5b5e066b,71d1a80d-33a2-4909-90ed-4c2a47c8ad4a,9775.02,-12110.86,256,-10284.82,137,24,105.22,0.5352,0.85,"[20, 25)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
bacaa9a7-8a7b-31d1-bc3e-79fb43ef8733,bacaa9a7-8a7b-31d1-bc3e-79fb43ef8733,5A63B338-2F74-4469-B447-93BCAB359B87,5738.6,-5906.36,304,-4538.4,162,18,79.09,0.5329,0.77,"[15, 20)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
a3a67b28-4f72-4714-b456-d487d9c61940,a3a67b28-4f72-4714-b456-d487d9c61940,7bfd2e55-c5d0-4584-9ccd-8d85d15cc481,162.0,-1512.18,109,-571.4,58,18,352.72,0.5321,0.38,"[15, 20)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
a3a67b28-4f72-4714-b456-d487d9c61940,a3a67b28-4f72-4714-b456-d487d9c61940,8fcad425-389f-48e5-878a-1e6195fb0392,162.0,-1512.18,109,-571.4,58,18,352.72,0.5321,0.38,"[15, 20)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
10000000000026434496,10000000000026434496,e01912ef-42d0-4639-b903-90b184f26cc2,470.0,-473.27,32,-127.0,17,5,27.02,0.5313,0.27,"[5, 10)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
4932727919B0EC6AABBB99D6311652A4,4932727919B0EC6AABBB99D6311652A4,5109a91d-d7a1-4eaa-9bde-a785ba575740,7487.09,-9203.3,299,-4271.0,158,16,57.04,0.5284,0.46,"[15, 20)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
acc_0000AZkiVijnMLSmMMtZMv,acc_0000AZkiVijnMLSmMMtZMv,2aa8931f-d3d9-4a79-821b-20a67d2d9d72,3291.94,-3231.73,242,-1713.5,127,30,52.05,0.5247999999999999,0.53,"[30, 35)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
acc_0000Aj6fb7JlmzlI3t914z,acc_0000Aj6fb7JlmzlI3t914z,5221e0a2-cfb9-423c-b21c-ff5e4ad1fa4c,12328.0,-15925.56,504,-9865.72,264,3,80.03,0.5238,0.62,"[0, 5)",3,🟠 High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions"
JYuMeC-FKL1i8LhBJbB0WQ,JYuMeC-FKL1i8LhBJbB0WQ,a89a61ab-15ca-46c4-959d-851414de0724,620.02,-639.0,63,-462.22,33,5,74.55,0.5238,0.72,"[5, 10)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
mET_IcqhhpRkdh2ORM7KSzvOVVdyJiEGqSiwP99g,mET_IcqhhpRkdh2ORM7KSzvOVVdyJiEGqSiwP99g,70858698-5480-40a3-ad1a-6e900d05851e,12760.44,-12760.14,914,-5195.0,476,11,40.71,0.5207999999999999,0.41,"[10, 15)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
acc_00009lU0D5Of4QVX1omWkV,acc_00009lU0D5Of4QVX1omWkV,67603655-1c5b-4bc4-8379-a87006357ac7,2303.75,-2210.66,121,-522.5,63,31,22.68,0.5207,0.24,"[30, 35)",3,🟠 High,"Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
6e0364dc-eb74-48c3-84b2-4cae3c7de692,6e0364dc-eb74-48c3-84b2-4cae3c7de692,1d41e42f-0502-4e92-b54f-4d8e94baeff6,2025.0,-2245.04,50,-970.0,26,8,47.9,0.52,0.43,"[5, 10)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
24d45660-6e8d-3c4c-be7a-415df05bb06f,24d45660-6e8d-3c4c-be7a-415df05bb06f,ec893e3b-2c8c-40c7-b508-7bfa4d426c9a,8376.7,-11115.87,370,-9635.0,192,7,115.02,0.5189,0.87,"[5, 10)",3,🟠 High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions"
acc_0000A6fbwIMUWGRCZzV3Oj,acc_0000A6fbwIMUWGRCZzV3Oj,a58b41e6-21ec-4403-b6aa-9cea387685ce,755.0,-343.3,29,-150.0,15,2,19.87,0.5172,0.44,"[0, 5)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
mS26Vc72uamnIsemzEKegELpKxyvbwho54kQyc3u,mS26Vc72uamnIsemzEKegELpKxyvbwho54kQyc3u,f9d60fdd-fb85-4169-aebe-80a0ac202640,9055.77,-9813.57,627,-7160.0,322,12,79.07,0.5136,0.73,"[10, 15)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
9231837d-1976-4019-8d01-db34d5e0829e,9231837d-1976-4019-8d01-db34d5e0829e,a2b19190-8a82-44fb-a600-5f79ddf58e8e,4052.78,-4054.8,513,-2868.92,263,22,70.79,0.5127,0.71,"[20, 25)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
42111aac-e4ac-3761-bd53-862446f8b758,42111aac-e4ac-3761-bd53-862446f8b758,6d2ba741-fd54-4f91-8126-a2619971eb2f,12538.03,-12537.79,415,-6998.38,212,24,55.82,0.5108,0.56,"[20, 25)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
10000000000026498064,10000000000026498064,059EB119-6F93-4E85-8BED-3165CF7FE078,2123.4,-1634.52,96,-790.0,49,9,37.2,0.5104,0.48,"[5, 10)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
ZFu7-T5j8y65YqROrf4AI1vqpJkpxR-o89dD3Dul,ZFu7-T5j8y65YqROrf4AI1vqpJkpxR-o89dD3Dul,791c4841-1986-47ee-8d17-abb74ba9bcc9,7822.92,-8072.2,349,-4352.0,178,28,55.63,0.51,0.54,"[25, 30)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
10000000000026581586,10000000000026581586,460c9acb-b0a6-4d56-a7d4-ff7dc8c90f66,10429.64,-12250.46,562,-5264.0,286,9,50.47,0.5089,0.43,"[5, 10)",3,🟠 High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions"
077426BDB95085ED1FBEC3A75D2CFBF5,077426BDB95085ED1FBEC3A75D2CFBF5,81f19609-c57a-4e17-8186-322493f2c688,1642.0,-1732.09,57,-744.0,29,7,45.31,0.5088,0.43,"[5, 10)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
N6lBbngrM_-h0lwvh-guDJQZuXtah-7Fhhb6Gg4n,N6lBbngrM_-h0lwvh-guDJQZuXtah-7Fhhb6Gg4n,e1a3c63e-ce3d-489e-af9a-c94a6bace913,2000.36,-2239.22,67,-1120.0,34,2,55.99,0.5075,0.5,"[0, 5)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions"
rgLi-BFmOxQI231ql07sdUVpcziHhm-3CBlige3h,rgLi-BFmOxQI231ql07sdUVpcziHhm-3CBlige3h,cd204e77-06b3-4927-ae8a-d46e2bb812fe,9681.25,-9689.28,803,-3424.89,407,28,35.38,0.5068,0.35,"[25, 30)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
rgLi-BFmOxQI231ql07sdUVpcziHhm-3CBlige3h,rgLi-BFmOxQI231ql07sdUVpcziHhm-3CBlige3h,e4eac9ec-5cd3-4ae6-bd57-3f61f69f2e0b,9681.25,-9689.28,803,-3424.89,407,28,35.38,0.5068,0.35,"[25, 30)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
d119d90f-bad2-3f89-bc2d-62082cfd0832,d119d90f-bad2-3f89-bc2d-62082cfd0832,6ea16905-5504-4f80-9a33-7cccefc03136,4741.0,-7241.94,181,-4716.0,91,10,99.47,0.5028,0.65,"[10, 15)",2,🟡 Medium,"Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
48da2538-297e-304d-b1ca-fa2b524ac83f,48da2538-297e-304d-b1ca-fa2b524ac83f,a171bdb4-771b-4ed0-9acc-2a954211e4a0,10601.41,-10600.59,428,-6860.81,215,23,64.72,0.5023,0.65,"[20, 25)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on ≥20 days"
6a4b5d07-0abe-4df9-a60e-18057ea7d0bc,6a4b5d07-0abe-4df9-a60e-18057ea7d0bc,cb8ebf0a-87ee-452c-87ea-d47b5741545d,22225.2,-22225.92,4875,-3092.07,2442,19,13.91,0.5009,0.14,"[15, 20)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
6a4b5d07-0abe-4df9-a60e-18057ea7d0bc,6a4b5d07-0abe-4df9-a60e-18057ea7d0bc,15f1cd45-73e6-4b01-8409-0c0c919e9442,7408.4,-7408.64,1625,-1030.69,814,19,13.91,0.5009,0.14,"[15, 20)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
6a4b5d07-0abe-4df9-a60e-18057ea7d0bc,6a4b5d07-0abe-4df9-a60e-18057ea7d0bc,f626b3c1-c330-45ec-8a8b-5e14af09b8f3,14816.8,-14817.28,3250,-2061.38,1628,19,13.91,0.5009,0.14,"[15, 20)",4,🔴 Very High,"High transaction count (>200), Gambling >25% of transactions, Gambling >50% of transactions, Gambled on 10–19 days"
704aca4f-4ec2-e27e-0040-1a6641ba064c,704aca4f-4ec2-e27e-0040-1a6641ba064c,7f1b597e-37e7-49c9-98e3-a629b149ffda,40.0,-40.0,6,-40.0,3,2,100.0,0.5,1.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
3B1F711E6040CAC5BEFED2ED75EEDDFD,3B1F711E6040CAC5BEFED2ED75EEDDFD,82fef987-eab0-47a2-8119-898c3f7a26a6,5.0,-5.0,2,-5.0,1,1,100.0,0.5,1.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
acc_0000AFXYjpJpEktelSCksr,acc_0000AFXYjpJpEktelSCksr,3cd3c98f-36cb-4636-a863-5b9b95397c48,260.0,-308.93,18,-193.0,9,2,74.23,0.5,0.62,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
10000000000022191972,10000000000022191972,EF3880EA-4F23-4798-B944-65FA85552ABA,2780.67,-3729.14,88,-1937.0,44,7,69.66,0.5,0.52,"[5, 10)",1,🟢 Mild,Gambling >25% of transactions
4363c7b2-76f9-3186-a592-78ce40053d08,4363c7b2-76f9-3186-a592-78ce40053d08,7ede0f5a-77c1-46b9-9a55-8f1aea3e2775,18757.94,-18957.82,396,-9486.9,198,15,50.58,0.5,0.5,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambling >25% of transactions, Gambled on 10–19 days"
acc80ab4-a2fa-3a8f-ad01-1fa6caabc38d,acc80ab4-a2fa-3a8f-ad01-1fa6caabc38d,f1ada940-057a-4fb3-ad6d-9dc1f60b7fca,2340.98,-2356.94,92,-894.0,46,21,38.19,0.5,0.38,"[20, 25)",2,🟡 Medium,"Gambling >25% of transactions, Gambled on ≥20 days"
99E505C2146983CFFB75978C407F556E,99E505C2146983CFFB75978C407F556E,0dde5799-9c89-427b-8cc9-cc7768a2b6c3,40.0,-35.0,8,-15.0,4,2,37.5,0.5,0.43,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
2849a1a6-b4f4-4719-ac96-965274236cf2,2849a1a6-b4f4-4719-ac96-965274236cf2,3d0c0cf2-6ef9-43b0-bed1-088d94086444,0.0,-6.0,2,-5.0,1,1,0.0,0.5,0.83,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
acae1909-851e-3345-8c43-13191c92f84a,acae1909-851e-3345-8c43-13191c92f84a,a5b392ef-eb63-48f3-82cc-da8439ef56a0,0.0,-4.41,2,-4.0,1,1,0.0,0.5,0.91,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
57107531-a662-3172-8ae0-2013db3fdde3,57107531-a662-3172-8ae0-2013db3fdde3,b7b8749a-8244-4e31-9844-101af26c6faa,3589.84,-4601.37,259,-2157.07,129,18,60.09,0.49810000000000004,0.47,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambling >25% of transactions, Gambled on 10–19 days"
10000000000027389608,10000000000027389608,5879b247-fc52-4a2f-b03b-30596ee1741e,4780.01,-4779.69,202,-1219.6,100,10,25.51,0.495,0.26,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambling >25% of transactions, Gambled on 10–19 days"
ed9c71d5-17ab-419c-b3e9-18c65abab988,ed9c71d5-17ab-419c-b3e9-18c65abab988,cd1e9bb7-3cb6-4bcd-8ac7-ba418bff90ac,7883.1,-7882.58,168,-6960.0,83,18,88.29,0.494,0.88,"[15, 20)",2,🟡 Medium,"Gambling >25% of transactions, Gambled on 10–19 days"
cZKWH-ecQ6SYVJs7n_6CNg,cZKWH-ecQ6SYVJs7n_6CNg,98B088B1-E2CD-484B-A283-BAEA50C48797,8122.16,-8552.74,243,-4924.0,120,32,60.62,0.4938,0.58,"[30, 35)",3,🟠 High,"High transaction count (>200), Gambling >25% of transactions, Gambled on ≥20 days"
a7b1bb7e-5fad-3216-a27a-4cfdf3c3c0f3,a7b1bb7e-5fad-3216-a27a-4cfdf3c3c0f3,a6d1944e-5ebe-4a51-b035-56241541ad5e,39361.28,-43421.56,442,-11640.0,218,10,29.57,0.4932,0.27,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambling >25% of transactions, Gambled on 10–19 days"
7680dfbf-cf36-45c5-8eae-ff49dd5c600f,7680dfbf-cf36-45c5-8eae-ff49dd5c600f,5046ea6a-3ff7-4f9d-b819-f334e33e61e0,11556.46,-11557.15,338,-8562.68,166,17,74.09,0.4911,0.74,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambling >25% of transactions, Gambled on 10–19 days"
6a094d58-4542-3322-a86a-af9460b7cd99,6a094d58-4542-3322-a86a-af9460b7cd99,D3EE8884-5756-4E81-AF96-0A945694CD90,957.94,-1044.67,53,-267.25,26,7,27.9,0.49060000000000004,0.26,"[5, 10)",1,🟢 Mild,Gambling >25% of transactions
7a45165e-61d9-4281-a4e4-acf031de0e02,7a45165e-61d9-4281-a4e4-acf031de0e02,bac600b4-f761-4885-93ec-cefb53bf8687,3624.86,-3633.91,104,-1545.0,51,6,42.62,0.4904,0.43,"[5, 10)",1,🟢 Mild,Gambling >25% of transactions
d6f64cea-8db8-4401-9f42-498facd6f088,d6f64cea-8db8-4401-9f42-498facd6f088,8af0c739-9ca7-4b8e-99fa-935ebe3b7707,2020.15,-3667.49,145,-892.0,71,13,44.16,0.48969999999999997,0.24,"[10, 15)",2,🟡 Medium,"Gambling >25% of transactions, Gambled on 10–19 days"
